section=things
level	type	x	y	width	height	pipeHeight	contents	hidden	transport	entrance	pattern	
6-2-2	Stone	256	88	2	3							
6-2-2	Floor	272	0	4	0							
6-2-2	Blooper	272	24	0	0							
6-2-2	Coral	304	64	0	4							
6-2-2	Stone	304	72	6	0							
6-2-2	CheepCheep	312	20	0	0							
6-2-2	Floor	320	0	2	0							
6-2-2	Coin	321	7	0	0							
6-2-2	Coin	329	7	0	0							
6-2-2	Coral	344	64	0	4							
6-2-2	Blooper	348	22	0	0							
6-2-2	Floor	352	0	21	0							
6-2-2	Coral	368	16	0	2							
6-2-2	CheepCheep	388	40	0	0							
6-2-2	Stone	400	32	4	0							
6-2-2	Coin	401	39	0	0							
6-2-2	Coin	409	39	0	0							
6-2-2	Coin	417	39	0	0							
6-2-2	Coin	425	39	0	0							
6-2-2	CheepCheep	424	84	0	0							
6-2-2	Stone	432	56	4	0							
6-2-2	Coin	433	63	0	0							
6-2-2	Coin	441	63	0	0							
6-2-2	Coin	449	63	0	0							
6-2-2	Coin	457	63	0	0							
6-2-2	Stone	472	8	0	0							
6-2-2	Stone	480	16	0	2							
6-2-2	Stone	488	32	2	4							
6-2-2	Stone	488	88	2	4							
6-2-2	PipeHorizontal	496	48	2	0							
6-2-2	Stone	504	88	2	11							
6-2-3	Location	0	0	0	0					6-2-L7		
6-2-3	Stone	0	0	4	0							
6-2-3	Stone	40	0	78	0							
6-2-3	Platform	128	24	3	0							
6-2-3	Coin	121	55	0	0							
6-2-3	Coin	129	55	0	0							
6-2-3	Coin	137	55	0	0							
6-2-3	Coin	145	55	0	0							
6-2-3	Coin	153	55	0	0							
6-2-3	Coin	161	55	0	0							
6-2-3	Coin	169	55	0	0							
6-2-3	Coin	177	55	0	0							
6-2-3	Coin	185	55	0	0							
6-2-3	Coin	193	55	0	0							
6-2-3	Coin	201	55	0	0							
6-2-3	Coin	209	55	0	0							
6-2-3	Coin	217	55	0	0							
6-2-3	Coin	225	55	0	0							
6-2-3	Coin	233	55	0	0							
6-2-3	Coin	241	55	0	0							
6-2-3	Stone	256	40	0	0							
6-2-3	Coin	273	55	0	0							
6-2-3	Coin	281	55	0	0							
6-2-3	Coin	289	55	0	0							
6-2-3	Coin	297	55	0	0							
6-2-3	Coin	305	55	0	0							
6-2-3	Coin	313	55	0	0							
6-2-3	Coin	321	55	0	0							
6-2-3	Coin	329	55	0	0							
6-2-3	Coin	337	55	0	0							
6-2-3	Coin	345	55	0	0							
6-2-3	Coin	353	55	0	0							
6-2-3	Coin	361	55	0	0							
6-2-3	Coin	369	55	0	0							
6-2-3	Coin	377	55	0	0							
6-2-3	Coin	385	55	0	0							
6-2-3	Coin	393	55	0	0							
6-2-3	Stone	408	48	0	2							
6-2-3	Coin	425	63	0	0							
6-2-3	Coin	433	63	0	0							
6-2-3	Coin	441	63	0	0							
6-2-3	Coin	449	63	0	0							
6-2-3	Coin	457	63	0	0							
6-2-3	Coin	465	63	0	0							
6-2-3	Coin	473	63	0	0							
6-2-3	Stone	488	48	0	2							
6-2-3	Stone	536	56	2	0							
6-2-3	Stone	568	56	0	0							
6-2-3	Stone	584	56	0	0							
6-2-3	Stone	600	56	0	0							
6-2-3	Stone	616	56	0	0							
6-2-3	Stone	632	56	0	0							
6-2-3	Coin	569	63	0	0							
6-2-3	Coin	577	63	0	0							
6-2-3	Coin	585	63	0	0							
6-2-3	Coin	593	63	0	0							
6-2-3	Coin	601	63	0	0							
6-2-3	Coin	609	63	0	0							
6-2-3	Coin	617	63	0	0							
6-2-3	Coin	625	63	0	0							
6-2-3	Coin	633	63	0	0							
6-2-3	Coin	641	63	0	0							
6-2-3	Coin	681	15	0	0							
6-2-3	Coin	689	15	0	0							
6-2-3	Coin	697	15	0	0							
6-2-4	Location	0	0	0	0					6-2-L8		
6-2-4	Ceiling	32	0	11	0							
6-2-4	Floor	0	0	17	0							
6-2-4	Brick	0	8	0	11							
6-2-4		24	16	0	3							
6-2-4	Coin	25	39	8	0							
6-2-4	Coin	25	7	10	0							
6-2-4	Brick	32	32	6	0							
6-2-4	Brick	80	16	0	3							
6-2-4	PipeHorizontal	104	16	4	0							
6-2-4	Brick	104	32	0	0		Mushroom					
6-2-4	PipeVertical	120	88	0	11							
6-3-0	Location	0	0	0	0					6-3-L0		
6-3-0	CastleSmall	0	0	0	0							
6-3-0	Pattern	0	4	4	0						BackCloud	
6-3-0	Floor	0	0	16	0							
6-3-0	CastleSmall	0	0	0	0							
6-3-0	Tree	144	0	3	0							
6-3-0	Tree	168	32	3	0							
6-3-0	Tree	192	0	3	0							
6-3-0	Platform	224	0	2	0							
6-3-0	Coin	226	87	0	0							
6-3-0	Coin	234	87	0	0							
6-3-0	Tree	248	32	4	0							
6-3-0	Tree	296	0	3	0							
6-3-0	Springboard	304	14.5	0	0							
6-3-0	Tree	344	0	3	0							
6-3-0	Coin	345	71	0	0							
6-3-0	Platform	348	64	2	0							
6-3-0	Platform	388	47	2	0							
6-3-0	Tree	392	16	4	0							
6-3-0	Block	440	80	0	0		Mushroom					
6-3-0	Platform	444	56	2	0							
6-3-0	Platform	480	7	2	0							
6-3-0	Tree	520	32	5	0							
6-3-0	Scale	572	86	0	0							
6-3-0	Scale	636	86	0	0							
6-3-0	Tree	680	24	5	0							
6-3-0	Tree	680	80	3	0							
6-3-0	Coin	681	87	0	0							
6-3-0	Coin	689	87	0	0							
6-3-0	Coin	697	87	0	0							
6-3-0	Tree	720	40	3	0							
6-3-0	Tree	744	0	3	0							
6-3-0	Tree	776	0	4	0							
6-3-0	Coin	801	39	0	0							
6-3-0	Coin	809	39	0	0							
6-3-0	Coin	817	39	0	0							
6-3-0	Coin	825	39	0	0							
6-3-0	Tree	824	0	3	0							
6-3-0	Tree	856	32	5	0							
6-3-0	Tree	904	0	5	0							
6-3-0	Springboard	928	14.5	0	0							
6-3-0	Platform	972	63	4	0							
6-3-0	Tree	984	0	3	0							
6-3-0	Scale	1020	86	0	0							
6-3-0	Tree	1056	0	4	0							
6-3-0	Tree	1056	64	3	0							
6-3-0	Tree	1080	32	4	0							
6-3-0	Platform	1128	47	0	0							
6-3-0	Platform	1136	47	0	0							
6-3-0	Platform	1192	39	2	0							
6-3-0	Platform	1223	47	2	0							
6-3-0	Coin	1233	79	0	0							
6-3-0	Coin	1241	79	0	0							
6-3-0	Tree	1238	64	3	0							
6-3-0	Floor	1280	0	32	0							
6-3-0	Pattern	1332	0	0	0						SceneryCastleOutside	
6-4-0	Location	0	0	0	0					6-4-L0		
6-4-0	StartInsideCastle	0	0	0	0							
6-4-0	Stone	0	88	24	3							
6-4-0	Floor	40	24	8	0							
6-4-0	Water	104	8	2	0							
6-4-0	Floor	120	24	11	0							
6-4-0	Stone	184	64	0	0							
6-4-0	CastleBlock	184	56	0	0							
6-4-0	Stone	192	88	136	0							
6-4-0	Water	208	0	3	0							
6-4-0	Podoboo	216	-32	0	0							
6-4-0	Floor	232	24	3	0							
6-4-0	CastleBlock	240	24	0	0							
6-4-0	Block	240	56	0	0		Mushroom					
6-4-0	Water	256	0	3	0							
6-4-0	Podoboo	264	-32	0	0							
6-4-0	Stone	280	32	37	0							
6-4-0	Stone	280	24	69	3							
6-4-0	Floor	280	0	93	0							
6-4-0	Stone	296	80	35	3							
6-4-0	CastleBlock	296	56	0	0							
6-4-0	CastleBlock	392	56	0	0							
6-4-0	CastleBlock	480	56	0	0							
6-4-0	CastleBlock	536	56	0	0							
6-4-0	CastleBlock	608	32	0	0							
6-4-0	Stone	640	80	0	0							
6-4-0	CastleBlock	640	72	0	0							
6-4-0	CastleBlock	672	32	0	0							
6-4-0	Stone	704	80	0	0							
6-4-0	CastleBlock	704	72	0	0							
6-4-0	CastleBlock	736	32	0	0							
6-4-0	Stone	776	80	7	2							
6-4-0	Block	848	32	0	0		Coin	true				
6-4-0	Block	872	32	0	0		Coin	true				
6-4-0	Block	896	32	0	0		Coin	true				
6-4-0	Block	856	64	0	0		Coin	true				
6-4-0	Block	880	64	0	0		Coin	true				
6-4-0	Block	904	64	0	0		Coin	true				
6-4-0	Stone	928	24	4	3							
6-4-0	Stone	984	24	5	3							
6-4-0	Stone	984	80	5	2							
6-4-0	EndInsideCastle	1024	0	0	0							
7-1-0	Location	0	0	0	0					7-1-L0		
7-1-0	CastleLarge	-16	0	0	0							
7-1-0	Pattern	0	0	6	0						BackFence	
7-1-0	Floor	0	0	73	0							
7-1-0	Cannon	152	16	0	2							
7-1-0	Koopa	208	22	0	0							
7-1-0	Brick	216	64	0	0		Mushroom					
7-1-0	Cannon	224	8	0	0							
7-1-0	Cannon	224	24	0	2							
7-1-0	Brick	224	64	2	0							
7-1-0	Cannon	288	16	0	2							
7-1-0	Block	312	32	4	0							
7-1-0	Koopa	352	28	0	0							
7-1-0	Cannon	368	24	0	3							
7-1-0	Koopa	424	22	0	0							
7-1-0	Cannon	448	8	0	0							
7-1-0	Cannon	448	24	0	2							
7-1-0	Brick	496	32	2	0							
7-1-0	Stone	512	32	0	0							
7-1-0	Cannon	512	48	0	2							
7-1-0	Koopa	520	16	0	0							
7-1-0	Brick	520	32	0	0		Coin					
7-1-0	Brick	528	32	0	0							
7-1-0	Cannon	544	16	0	2							
7-1-0	Floor	600	0	77	0							
7-1-0	Pipe	608	0	0	3	24						
7-1-0	Brick	656	32	0	0							
7-1-0	Brick	656	55	0	0							
7-1-0	Brick	656	32	0	0							
7-1-0	Brick	656	55	0	0							
7-1-0	Brick	656	32	0	0							
7-1-0	Brick	656	55	0	0							
7-1-0	Brick	656	32	0	0							
7-1-0	Brick	656	55	0	0							
7-1-0	Brick	656	32	0	0							
7-1-0	Brick	656	55	0	0							
7-1-0	Brick	656	32	0	0							
7-1-0	Brick	656	55	0	0							
7-1-0	Brick	656	32	0	0							
7-1-0	Brick	656	55	0	0							
7-1-0	HammerBro	680	44	0	0							
7-1-0	HammerBro	692	76	0	0							
7-1-0	Pipe	744	0	0	3	24			7-1-L2			
7-1-0	Block	744	64	0	0		Mushroom1Up	true				
7-1-0	Cannon	832	16	0	2							
7-1-0	Pipe	872	0	0	3	24						
7-1-0	Koopa	912	12	0	0							
7-1-0	Pipe	920	0	0	2	16				7-1-L1		
7-1-0	Cannon	976	16	0	2							
7-1-0	Pipe	1024	0	0	2	16						
7-1-0	Brick	1072	32	0	0							
7-1-0	Brick	1072	64	0	0							
7-1-0	Brick	1072	32	0	0							
7-1-0	Brick	1072	64	0	0							
7-1-0	Brick	1072	32	0	0							
7-1-0	Brick	1072	64	0	0							
7-1-0	Brick	1072	32	0	0							
7-1-0	Brick	1072	64	0	0							
7-1-0	Brick	1072	32	0	0							
7-1-0	Brick	1072	64	0	0							
7-1-0	HammerBro	1080	12	0	0							
7-1-0	HammerBro	1096	44	0	0							
7-1-0	Stone	1128	24	0	0							
7-1-0	Cannon	1168	24	0	2							
7-1-0	Brick	1192	40	2	0							
7-1-0	Springboard	1208	14.5	0	0							
7-1-0	Brick	1208	88	0	0		Mushroom					
7-1-0	Floor	1224	0	50	0							
7-1-0	Stone	1224	8	0	0							
7-1-0	Brick	1224	56	2	0							
7-1-0	Stone	1232	16	0	2							
7-1-0	Stone	1240	24	0	3							
7-1-0	Stone	1248	32	0	4							
7-1-0	Stone	1256	40	0	5							
7-1-0	Stone	1264	48	0	6							
7-1-0	Stone	1296	8	0	0							
7-1-0	Stone	1304	16	0	2							
7-1-0	Stone	1312	24	0	3							
7-1-0	Stone	1320	32	0	4							
7-1-0	Stone	1328	40	0	5							
7-1-0	Stone	1336	48	0	6							
7-1-0	Stone	1344	56	0	7							
7-1-0	Stone	1352	64	0	8							
7-1-0	Beetle	1352	72.5	0	0							
7-1-0	Pattern	1428	0	0	0						SceneryCastleOutside	
7-1-1	Location	0	0	0	0					7-1-L2		
7-1-1	Ceiling	32	0	7	0							
7-1-1	Floor	0	0	17	0							
7-1-1	Brick	0	8	0	11							
7-1-1	Brick	32	8	7	3							
7-1-1	Coin	33	31	0	0							
7-1-1	Coin	33	47	0	0							
7-1-1	Coin	41	31	0	0							
7-1-1	Coin	41	47	0	0							
7-1-1	Coin	49	31	0	0							
7-1-1	Coin	49	47	0	0							
7-1-1	Coin	57	31	0	0							
7-1-1	Coin	57	47	0	0							
7-1-1	Coin	65	31	0	0							
7-1-1	Coin	65	47	0	0							
7-1-1	Coin	73	31	0	0							
7-1-1	Coin	73	47	0	0							
7-1-1	Coin	81	31	0	0							
7-1-1	Coin	81	47	0	0							
7-1-1	Coin	41	63	0	0							
7-1-1	Coin	49	63	0	0							
7-1-1	Coin	57	63	0	0							
7-1-1	Coin	65	63	0	0							
7-1-1	Coin	73	63	0	0							
7-1-1	PipeHorizontal	104	16	0	0							
7-1-1	PipeVertical	120	88	0	11							
7-2-0	Location	0	0	0	0					7-2-L0		
7-2-0	CastleSmall	0	0	0	0							
7-2-0	Pattern	0	4	2	0						BackCloud	
7-2-0	Floor	0	0	24	0							
7-2-0	CastleSmall	0	0	0	0							
7-2-0	PipeHorizontal	80	16	0	0				7-2-L1			
7-2-0	Pipe	96	32	0	4	32						
7-2-1	Location	0	0	0	0					7-2-L1		
7-2-1	Floor	0	0	67	0							
7-2-1	Coral	96	24	0	3							
7-2-1	Coin	120	7	0	0							
7-2-1	Coin	128	7	0	0							
7-2-1	Stone	152	32	3	0							
7-2-1	Blooper	184	16	0	0							
7-2-1	Blooper	208	46	0	0							
7-2-1	Coin	224	64	0	0							
7-2-1	Coin	232	64	0	0							
7-2-1	Coin	240	64	0	0							
7-2-1	Coral	272	40	0	5							
7-2-1	Coin	296	7	0	0							
7-2-1	Coin	304	7	0	0							
7-2-1	Coin	312	7	0	0							
7-2-1	Stone	344	32	2	0							
7-2-1	Blooper	376	32	0	0							
7-2-1	Coral	408	32	0	4							
7-2-1	Blooper	424	46	0	0							
7-2-1	Blooper	448	24	0	0							
7-2-1	Stone	520	24	0	3							
7-2-1	Stone	528	40	0	5							
7-2-1	Coin	546	23	0	0							
7-2-1	Coin	554	23	0	0							
7-2-1	Coin	562	23	0	0							
7-2-1	Floor	576	480	0	0							
7-2-1	Stone	576	40	0	5							
7-2-1	Stone	584	24	0	3							
7-2-1	CheepCheep	616	24	0	0							
7-2-1	Stone	632	24	2	3							
7-2-1	Stone	532	88	2	3							
7-2-1	Blooper	624	54	0	0							
7-2-1	CheepCheep	640	48	0	0							
7-2-1	CheepCheep	656	16	0	0							
7-2-1	Stone	664	64	0	3							
7-2-1	Blooper	672	40	0	0							
7-2-1	Coral	672	80	0	2							
7-2-1	Coral	720	24	0	3							
7-2-1	Blooper	728	16	0	0							
7-2-1	Blooper	760	80	0	0							
7-2-1	CheepCheep	760	56	0	0							
7-2-1	CheepCheep	784	80	0	0							
7-2-1	Coin	816	15	0	0							
7-2-1	Coin	824	15	0	0							
7-2-1	Coin	832	15	0	0							
7-2-1	CheepCheep	816	24	0	0							
7-2-1	Stone	824	32	2	0							
7-2-1	Coral	824	64	0	4							
7-2-1	Blooper	848	16	0	0							
7-2-1	Coin	912	55	0	0							
7-2-1	Coin	920	55	0	0							
7-2-1	Coin	928	55	0	0							
7-2-1	Stone	928	40	2	0							
7-2-1	CheepCheep	944	72	0	0							
7-2-1	Coral	968	32	0	4							
7-2-1	CheepCheep	1032	24	0	0							
7-2-1	Stone	1040	32	0	4							
7-2-1	Stone	1048	16	0	2							
7-2-1	CheepCheep	1056	16	0	0							
7-2-1	Stone	1056	88	0	3							
7-2-1	Stone	1064	72	8	0							
7-2-1	Coin	1072	15	0	0							
7-2-1	Coin	1080	7	0	0							
7-2-1	Coin	1088	7	0	0							
7-2-1	Coin	1096	7	0	0							
7-2-1	Coin	1104	15	0	0							
7-2-1	CheepCheep	1100	40	0	0							
7-2-1	Floor	1128	0	17	0							
7-2-1	Stone	1128	16	0	2							
7-2-1	Stone	1136	32	0	4							
7-2-1	CheepCheep	1160	32	0	0							
7-2-1	Coral	1184	16	0	2							
7-2-1	Coral	1200	24	0	3							
7-2-1	CheepCheep	1206	56	0	0							
7-2-1	Blooper	1208	38	0	0							
7-2-1	Stone	1256	64	0	8							
7-2-1	Stone	1264	64	2	0							
7-2-1	Coin	1281	32	0	0							
7-2-1	Coin	1281	8	0	0							
7-2-1	Coin	1289	32	0	0							
7-2-1	Coin	1289	8	0	0							
7-2-1	Coin	1297	32	0	0							
7-2-1	Coin	1297	8	0	0							
7-2-1	Stone	1304	64	2	0							
7-2-1	Floor	1320	0	40	0							
7-2-1	Stone	1320	64	0	8							
7-2-1	CheepCheep	1320	80	0	0							
7-2-1	CheepCheep	1344	16	0	0							
7-2-1	Stone	1384	32	5	0							
7-2-1	Stone	1384	64	5	0							
7-2-1	Blooper	1392	14	0	0							
7-2-1	Coral	1392	80	0	2							
7-2-1	CheepCheep	1408	40	0	0							
7-2-1	Blooper	1440	14	0	0							
7-2-1	Stone	1448	32	4	0							
7-2-1	CheepCheep	1472	72	0	0							
7-2-1	CheepCheep	1496	48	0	0							
7-2-1	Stone	1488	8	5	0							
7-2-1	Stone	1496	16	4	0							
7-2-1	Stone	1504	24	3	0							
7-2-1	Stone	1512	32	2	0							
7-2-1	Stone	1512	88	11	0							
7-2-1	PipeHorizontal	1520	48	2	0							
7-2-1	Stone	1528	88	14	11							
7-2-2	Location	0	0	0	0					7-2-L2		
7-2-2	Pattern	104	0	0	0						BackRegular	
7-2-2	Floor	0	0	42	0							
7-2-2	Pipe	0	0	0	2	16				7-2-L2		
7-2-2	Stone	16	8	0	0							
7-2-2	Stone	24	16	0	2							
7-2-2	Stone	32	24	0	4							
7-2-2	Stone	40	32	0	6							
7-2-2	Stone	48	40	0	7							
7-2-2	Stone	56	48	0	8							
7-2-2	Stone	64	56	0	9							
7-2-2	Stone	72	64	0	10							
7-2-2	Stone	80	64	0	10							
7-2-2	Pattern	148	0	0	0						SceneryCastleOutside	
7-3-0	Location	0	0	0	0					7-3-L0		
7-3-0	Floor	0	0	7	0							
7-3-0	CastleSmall	0	0	0	0							
7-3-0	Pattern	0	4	5	0						BackCloud	
7-3-0	CheepsStart	64	0	0	0							
7-3-0	Tree	64	0	8	0							
7-3-0	Stone	80	8	0	0							
7-3-0	Stone	88	16	0	2							
7-3-0	Stone	96	24	3	3							
7-3-0	Bridge	120	24	17	0							
7-3-0	Bridge	256	24	16	0							
7-3-0	Coin	290	63	0	0							
7-3-0	Coin	298	63	0	0							
7-3-0	Coin	306	63	0	0							
7-3-0	Coin	314	63	0	0							
7-3-0	Koopa	312	36	0	0							
7-3-0	Bridge	384	24	16	0							
7-3-0	Koopa	416	44	0	0							
7-3-0	Coin	441	63	0	0							
7-3-0	Coin	457	63	0	0							
7-3-0	Coin	473	63	0	0							
7-3-0	Coin	449	55	0	0							
7-3-0	Coin	465	55	0	0							
7-3-0	Bridge	544	24	12	0							
7-3-0	Koopa	632	36	0	0							
7-3-0	Bridge	672	24	12	0							
7-3-0	Koopa	760	36	0	0							
7-3-0	Coin	777	63	3	0							
7-3-0	Bridge	792	32	7	0							
7-3-0	Block	816	64	0	0		Mushroom					
7-3-0	Coin	865	63	0	0							
7-3-0	Coin	873	63	0	0							
7-3-0	Coin	881	63	0	0							
7-3-0	Tree	896	0	8	0							
7-3-0	Koopa	952	12	0	0							
7-3-0	Bridge	976	24	3	0							
7-3-0	Bridge	1016	24	17	0							
7-3-0	Coin	1064	63	0	0							
7-3-0	Coin	1072	63	0	0							
7-3-0	Coin	1080	63	0	0							
7-3-0	Coin	1088	63	0	0							
7-3-0	Coin	1096	63	0	0							
7-3-0	Coin	1104	63	0	0							
7-3-0	Koopa	1120	52	0	0							
7-3-0	Bridge	1168	8	10	0							
7-3-0	Coin	1193	39	0	0							
7-3-0	Coin	1201	39	0	0							
7-3-0	Coin	1209	39	0	0							
7-3-0	Coin	1217	39	0	0							
7-3-0	Bridge	1272	24	10	0							
7-3-0	Koopa	1248	36	0	0							
7-3-0	Bridge	1368	24	2	0							
7-3-0	Coin	1385	55	0	0							
7-3-0	Coin	1393	55	0	0							
7-3-0	Coin	1401	55	0	0							
7-3-0	Coin	1409	55	0	0							
7-3-0	Coin	1417	55	0	0							
7-3-0	Coin	1425	55	0	0							
7-3-0	Bridge	1400	24	2	0							
7-3-0	Bridge	1432	24	2	0							
7-3-0	Bridge	1464	24	10	0							
7-3-0	Tree	1536	0	13	0							
7-3-0	Stone	1544	24	2	3							
7-3-0	Stone	1560	16	0	2							
7-3-0	Stone	1568	8	0	0							
7-3-0	CheepsStop	0	0	0	0							
7-3-0	Floor	1656	0	35	0							
7-3-0	Stone	1664	8	0	0							
7-3-0	Stone	1672	16	0	2							
7-3-0	Stone	1680	24	0	3							
7-3-0	Stone	1688	32	0	4							
7-3-0	Stone	1696	40	0	5							
7-3-0	Stone	1704	48	0	6							
7-3-0	Stone	1712	56	0	7							
7-3-0	Stone	1720	64	2	8							
7-3-0	Pattern	1796	0	0	0						SceneryCastleOutside	
7-4-0	Location	0	0	0	0					7-4-L0		
7-4-0	StartInsideCastle	0	0	0	0							
7-4-0	Stone	0	88	16	3							
7-4-0	Floor	40	24	11	0							
7-4-0	Water	128	0	11	0							
7-4-0	Stone	128	88	16	0							
7-4-0	Platform	144	48	2	0							
7-4-0	Podoboo	160	-32	0	0							
7-4-0	Platform	176	40	2	0							
7-4-0	Floor	216	24	5	0							
7-4-0	Stone	224	80	4	2							
7-4-0	Section	256	0	0	0							
8-1-0	Location	0	0	0	0					8-1-L0		
8-1-0	Pattern	0	0	10	0						BackFence	
8-1-0	CastleLarge	-16	0	0	0							
8-1-0	Floor	0	0	46	0							
8-1-0	Beetle	144	8.5	0	0							
8-1-0	Goomba	184	8	0	0							
8-1-0	Goomba	196	8	0	0							
8-1-0	Goomba	208	8	0	0							
8-1-0	Goomba	240	8	0	0							
8-1-0	Goomba	252	8	0	0							
8-1-0	Goomba	264	8	0	0							
8-1-0	Pipe	280	0	0	4	32						
8-1-0	Koopa	344	12	0	0							
8-1-0	Koopa	356	12	0	0							
8-1-0	Floor	376	0	0	0							
8-1-0	Floor	392	0	2	0							
8-1-0	Floor	416	0	2	0							
8-1-0	Floor	440	0	2	0							
8-1-0	Floor	464	0	111	0							
8-1-0	Koopa	488	12	0	0							
8-1-0	Coin	513	39	0	0							
8-1-0	Goomba	552	8	0	0							
8-1-0	Goomba	564	8	0	0							
8-1-0	Goomba	576	8	0	0							
8-1-0	Pipe	608	0	0	4	32						
8-1-0	Block	640	40	0	0		Mushroom1Up	true				
8-1-0	Beetle	648	8.5	0	0							
8-1-0	Pipe	656	0	0	3	24						
8-1-0	Coin	713	39	0	0							
8-1-0	Pipe	752	0	0	4	32						
8-1-0	Coin	786	39	0	0							
8-1-0	Pipe	832	0	0	4	32			8-1-L2			
8-1-0	Goomba	864	8	0	0							
8-1-0	Goomba	876	8	0	0							
8-1-0	Goomba	888	8	0	0							
8-1-0	Coin	873	71	0	0							
8-1-0	Coin	881	71	0	0							
8-1-0	Pipe	920	0	0	2	16				8-1-L1		
8-1-0	Koopa	952	12	0	0							
8-1-0	Koopa	992	12	0	0							
8-1-0	Koopa	1004	12	0	0							
8-1-0	Koopa	1016	12	0	0							
8-1-0	Koopa	1040	12	0	0							
8-1-0	Koopa	1052	12	0	0							
8-1-0	Koopa	1064	12	0	0							
8-1-0	Pipe	1120	0	0	3	24						
8-1-0	Goomba	1184	8	0	0							
8-1-0	Goomba	1196	8	0	0							
8-1-0	Goomba	1208	8	0	0							
8-1-0	Stone	1224	32	0	4							
8-1-0	Brick	1232	64	4	0							
8-1-0	Block	1264	32	0	0			true				
8-1-0	Brick	1264	64	0	0		Mushroom					
8-1-0	Brick	1272	64	3	0							
8-1-0	Koopa	1288	32	0	0							
8-1-0	Stone	1304	32	0	4							
8-1-0	Floor	1360	0	0	0							
8-1-0	Floor	1376	0	2	0							
8-1-0	Koopa	1376	32	0	0							
8-1-0	Floor	1400	0	0	0							
8-1-0	Floor	1416	0	2	0							
8-1-0	Koopa	1416	28	0	0							
8-1-0	Floor	1416	0	2	0							
8-1-0	Floor	1440	0	17	0							
8-1-0	Brick	1472	40	2	0							
8-1-0	Brick	1488	40	0	0		Star					
8-1-0	Brick	1496	40	5	0							
8-1-0	Floor	1584	0	0	0							
8-1-0	Floor	1600	0	0	0							
8-1-0	Floor	1616	0	19	0							
8-1-0	Koopa	1656	12	0	0							
8-1-0	Koopa	1668	12	0	0							
8-1-0	Stone	1680	16	0	2							
8-1-0	Coin	1785	39	0	0							
8-1-0	Coin	1793	39	0	0							
8-1-0	Floor	1816	0	10	0							
8-1-0	Goomba	1856	8	0	0							
8-1-0	Goomba	1868	8	0	0							
8-1-0	Goomba	1880	8	0	0							
8-1-0	Floor	1904	0	2	0							
8-1-0	Pipe	1904	0	0	3	24						
8-1-0	Floor	1936	0	0	4							
8-1-0	Floor	1968	0	176	0							
8-1-0	Pipe	1968	0	0	5	40						
8-1-0	Beetle	2032	8.5	0	0							
8-1-0	Goomba	2056	8	0	0							
8-1-0	Goomba	2068	8	0	0							
8-1-0	Goomba	2080	8	0	0							
8-1-0	Goomba	2112	8	0	0							
8-1-0	Goomba	2124	8	0	0							
8-1-0	Goomba	2136	8	0	0							
8-1-0	Goomba	2176	8	0	0							
8-1-0	Goomba	2188	8	0	0							
8-1-0	Stone	2200	8	0	0							
8-1-0	Stone	2208	16	0	2							
8-1-0	Stone	2216	24	0	3							
8-1-0	Stone	2224	32	0	4							
8-1-0	Stone	2232	40	0	5							
8-1-0	Stone	2240	48	0	6							
8-1-0	Beetle	2264	8.5	0	0							
8-1-0	Coin	2265	39	0	0							
8-1-0	Coin	2273	39	0	0							
8-1-0	Coin	2329	39	0	0							
8-1-0	Coin	2369	39	0	0							
8-1-0	Floor	2344	0	2	0							
8-1-0	Floor	2384	0	16	0							
8-1-0	Stone	2424	16	0	2							
8-1-0	Stone	2456	16	0	2							
8-1-0	Koopa	2440	12	0	0							
8-1-0	Coin	2592	39	0	0							
8-1-0	Coin	2600	39	0	0							
8-1-0	Koopa	2656	12	0	0							
8-1-0	Koopa	2712	12	0	0							
8-1-0	Koopa	2724	12	0	0							
8-1-0	Koopa	2736	12	0	0							
8-1-0	Pipe	2752	0	0	3	24						
8-1-0	Pipe	2840	0	0	2	16						
8-1-0	Floor	2880	0	0	0							
8-1-0	Stone	2880	16	0	2							
8-1-0	Floor	2986	0	0	0							
8-1-0	Stone	2896	32	0	4							
8-1-0	Floor	2912	0	0	0							
8-1-0	Stone	2912	48	0	6							
8-1-0	Floor	2928	0	34	0							
8-1-0	Stone	2928	64	2	8							
8-1-0	Pattern	3004	0	0	0						SceneryCastleOutside	
8-1-1	Location	0	0	0	0					8-1-L2		
8-1-1	Floor	0	0	17	0							
8-1-1	Brick	0	8	0	11							
8-1-1	Brick	24	32	9	0							
8-1-1	Brick	24	64	10	4							
8-1-1	Coin	25	7	0	0							
8-1-1	Coin	33	7	0	0							
8-1-1	Coin	41	7	0	0							
8-1-1	Coin	49	7	0	0							
8-1-1	Coin	57	7	0	0							
8-1-1	Coin	65	7	0	0							
8-1-1	Coin	73	7	0	0							
8-1-1	Coin	81	7	0	0							
8-1-1	Coin	89	7	0	0							
8-1-1	Coin	33	39	0	0							
8-1-1	Coin	41	39	0	0							
8-1-1	Coin	49	39	0	0							
8-1-1	Coin	57	39	0	0							
8-1-1	Coin	65	39	0	0							
8-1-1	Coin	73	39	0	0							
8-1-1	Coin	81	39	0	0							
8-1-1	Coin	89	39	0	0							
8-1-1	Brick	96	32	0	0		Coin					
8-1-1	Brick	104	24	2	9							
8-1-1	PipeHorizontal	104	16	0	0				8-1-L1			
8-1-1	PipeVertical	120	100	0	12.5							
8-2-0	Location	0	0	0	0					8-2-L0		
8-2-0	Pattern	0	0	5	0						BackFenceMin2	
8-2-0	CastleSmall	0	0	0	0							
